,시도,군구,스벅_나머지데이터,ID
737,경기,안산,"상록구 광덕1로 379, 한남빌딩 1~2층 (이동)031-419-8664",안산
738,경기,양평,양평읍 시민로 75 031-775-3492,양평
739,경기,용인,"수지구 용구대로 2750 (죽전동, 죽전 효성해링턴 플레이스)031-272-3686",용인
740,경기,용인,수지구 죽전로168번길 18 (죽전동)031-898-3610,용인
741,경기,용인,수지구 손곡로 031-276-5822,용인
742,경기,용인,수지구 현암로 140 (죽전동)031-266-8797,용인
743,경기,용인,수지구 성복2로 55 (성복동)031-263-9808,용인
744,경기,용인,수지구 광교마을로 41 (상현동)031-213-8641,용인
745,경기,용인,"수지구 포은대로 536, (주)신세계백화점경기점 8층 (죽전동)031-695-1910",용인
746,경기,용인,"수지구 포은대로 552, 이마트 죽전점 1층 (죽전동)031-898-1833",용인
747,경기,용인,"수지구 포은대로 536, (주)신세계백화점경기점 4층 (죽전동)031-695-1791",용인
748,경기,용인,수지구 수지로 203 (신봉동)031-272-8362,용인
749,경기,용인,"수지구 수지로296번길 51-11, 비즈마루빌딩 1층 101호 (풍덕천동)031-276-7494",용인
750,경기,파주,야당동 1066-3031-948-3558,파주
751,경기,파주,문화로 109 (금촌동)031-947-3625,파주
752,경기,파주,"금릉역로 84, 청원센트럴타워 1층 (금촌동)031-947-8692",파주
753,경기,파주,와석순환로 135031-945-2751,파주
754,경기,파주,탄현면 필승로 200031-8071-7389,파주
755,경기,동두천,지행로 55 (지행동)031-859-3732,동두천
756,경기,동두천,평화로 2254 (지행동)031-868-3251,동두천
757,광주,광산,임방울대로 156 (운남동)062-953-3621,광주 광산
758,광주,광산,용아로 342 (산정동)062-954-3595,광주 광산
759,광주,광산,사암로 367 (산정동)062-954-3446,광주 광산
760,광주,광산,상무대로205번길 6 (송정동)062-942-3360,광주 광산
761,광주,광산,임방울대로 487 (수완동)062-952-3291,광주 광산
762,광주,광산,목련로 335 (신가동)062-962-6855,광주 광산
763,광주,광산,첨단중앙로 158 (쌍암동)062-972-9805,광주 광산
764,광주,광산,장신로 85 (장덕동)062-959-8706,광주 광산
765,광주,광산,"사암로216번길 38-16, 1~2층 (우산동)062-959-8679",광주 광산
766,광주,광산,첨단중앙로 104 (월계동)062-971-8719,광주 광산
767,광주,광산,"장신로 134, 1~2층 (수완동)062-962-8384",광주 광산
768,광주,남구,회재로 1256 (주월동)062-673-3691,광주 남구
769,광주,남구,제석로 104 (봉선동)062-653-3591,광주 남구
770,광주,남구,서문대로 665 (진월동)062-672-3385,광주 남구
771,광주,남구,대남대로 67 (방림동)062-654-3277,광주 남구
772,광주,남구,봉선중앙로 51 (봉선동)062-653-7844,광주 남구
773,광주,남구,서문대로 745 (주월동)062-675-9556,광주 남구
774,광주,남구,"봉선로 176, 1층 101,111호 (봉선동)062-651-8363",광주 남구
775,광주,동구,무등로 592 (산수동)062-223-3537,광주 동구
776,광주,동구,중앙로160번길 14 (황금동)062-233-7854,광주 동구
777,광주,동구,증심사길 16 (운림동)062-223-8710,광주 동구
778,광주,동구,충장로 93-5 (금남로2가)062-233-1849,광주 동구
779,광주,동구,충장로 65 (충장로3가)062-224-8344,광주 동구
780,광주,동구,서석로 43 (충장로1가)062-223-8432,광주 동구
781,광주,동구,지산로 3 (서석동)062-222-9574,광주 동구
782,광주,북구,서암대로 93 (신안동)062-511-3594,광주 북구
783,광주,북구,설죽로 339 (매곡동)062-573-3454,광주 북구
784,광주,북구,삼정로 4 (두암동)062-252-3427,광주 북구
785,광주,북구,설죽로 518 (일곡동)062-575-3394,광주 북구
786,광주,북구,서방로9번길 30 (중흥동)062-251-3202,광주 북구
787,광주,북구,북문대로 78 (운암동)062-511-8950,광주 북구
788,광주,북구,첨단연신로 101 (신용동)062-572-9949,광주 북구
789,광주,북구,임방울대로 1016 (신용동)062-574-1911,광주 북구
790,광주,북구,"우치로 110, 1,2,3층 (용봉동)062-251-0604",광주 북구
791,광주,북구,저불로 45 (용봉동)062-523-8471,광주 북구
792,광주,서구,죽봉대로 33 (화정동)062-352-3682,광주 서구
793,광주,서구,상무대로 847 (쌍촌동)062-373-3685,광주 서구
794,광주,서구,상무대로 1080062-362-3539,광주 서구
795,광주,서구,상무중앙로 46 (치평동) 1층062-375-3326,광주 서구
796,광주,서구,운천로 253 (치평동) 103호062-371-3264,광주 서구
797,광주,서구,풍암2로 8 (풍암동) 한아름빌딩062-674-3203,광주 서구
798,광주,서구,운천로 107 (쌍촌동)062-381-7905,광주 서구
799,광주,서구,"상무중앙로 90, 눈높이상무센터 1층 (치평동)062-372-8684",광주 서구
800,광주,서구,"하남대로 672-1, 1층 (동천동)062-514-3667",광주 서구
801,광주,서구,무진대로 932 번지 신세계 백화점 1층062-360-1137,광주 서구
802,광주,서구,상무중앙로 75 (치평동)062-385-8040,광주 서구
803,광주,서구,"상무자유로 173, 1층 (치평동)062-375-8381",광주 서구
804,광주,서구,"상무중앙로 7, 1층 (치평동)062-381-8393",광주 서구
805,광주,서구,"죽봉대로 61, 패션스트리트 B01호 (화정동)062-352-8437",광주 서구
806,대구,달서,달구벌대로 1035 (신당동)053-584-3740,대구 달서
807,대구,달서,와룡로 169 053-552-3634,대구 달서
808,대구,달서,월곡로 225 (상인동)053-637-3568,대구 달서
809,대구,달서,달구벌대로 1710 (두류동)053-622-3607,대구 달서
810,대구,달서,월배로 315 (송현동)053-622-3542,대구 달서
811,대구,달서,월배로 91 (진천동)053-644-3317,대구 달서
812,대구,달서,상화로 314 (도원동)053-637-3256,대구 달서
813,대구,달서,조암로 41 (월성동)053-632-3360,대구 달서
814,대구,달서,계대동문로 108053-586-6798,대구 달서
815,대구,달서,화암로 379053-638-3255,대구 달서
816,대구,달서,달구벌대로 1393053-592-8990,대구 달서
817,대구,달서,와룡로 131 053-567-8932,대구 달서
818,대구,달서,월배로 210 (상인동)053-642-8936,대구 달서
819,대구,달서,달구벌대로 1798 (두류동)053-622-7851,대구 달서
820,대구,달서,월곡로 334 (상인동)053-638-9831,대구 달서
821,대구,달서,계대동문로 13 (신당동)053-583-8301,대구 달서
822,대구,달서,"이곡공원로 26, 이곡메디컬빌딩 (이곡동)053-583-8474",대구 달서
823,대구,달서,구마로 265 (성당동)053-624-8543,대구 달서
824,대구,동구,동부로 149 신세계백화점 대구점 3층053-661-6344,대구 동구
825,대구,동구,동부로 149 신세계백화점 대구점 8층053-661-6887,대구 동구
826,대구,동구,동대구로 422 (신천동)053-756-3217,대구 동구
827,대구,동구,파계로 650053-986-8895,대구 동구
828,대구,동구,팔공로51길 15-11 (봉무동)053-986-7768,대구 동구
829,대구,동구,동부로30길 12 (신천동)053-742-8417,대구 동구
830,대구,동구,효동로2길 45 (효목동)053-939-8564,대구 동구
831,대구,동구,"안심로 389-2, 이마트 1층 (신서동)053-965-8389",대구 동구
832,대구,서구,서대구로 89 (평리1동)053-521-8996,대구 서구
833,대구,수성,화랑로 112 (만촌동)053-744-3614,대구 수성
834,대구,수성,동대구로 305 (범어동)053-753-3652,대구 수성
835,대구,수성,용학로 56 (두산동)053-765-3327,대구 수성
836,대구,수성,명덕로 460 (수성동3가)053-768-3512,대구 수성
837,대구,수성,들안로 342 (수성동4가)053-755-3286,대구 수성
838,대구,수성,수성로 243 (중동)053-764-3435,대구 수성
839,대구,수성,청수로 51 (중동)053-762-3284,대구 수성
840,대구,수성,무학로 29(상동)053-768-1997,대구 수성
841,대구,수성,청수로 164 (지산동)053-767-3226,대구 수성
842,대구,수성,동대구로 401 (범어동) 삼성화재사옥053-752-8947,대구 수성
843,대구,수성,달구벌대로 3216 (신매동)053-795-7879,대구 수성
844,대구,수성,동대구로 376 (범어동)053-745-8673,대구 수성
845,대구,수성,"달구벌대로 2636, , 853-25번지 (만촌동)053-745-8619",대구 수성
846,대구,수성,"수성로 393, 수성하이츠 1층 (수성동4가)053-754-8662",대구 수성
847,대구,수성,"지범로 191, 동아백화점수성점 1,2 층 (범물동)053-782-1875",대구 수성
848,대구,수성,동대구로 95 (두산동)053-763-8411,대구 수성
849,대구,수성,수성못길 4 (두산동)053-761-8413,대구 수성
850,대구,수성,"달구벌대로 2435, 두산위브더제니스아파트 상가 1층 110호 (범어동)053-743-9536",대구 수성
851,대구,중구,국채보상로 611 (문화동)053-423-3546,대구 중구
852,대구,중구,달구벌대로415길 1 (계산동2가)053-254-3410,대구 중구
853,대구,중구,국채보상로 582 (남일동)053-424-3326,대구 중구
854,대구,중구,국채보상로 642 (동인동2가)053-257-9810,대구 중구
855,대구,중구,남성로 61 (동성로3가)053-257-8616,대구 중구
856,대구,중구,달구벌대로 2085 (덕산동) 동아쇼핑053-254-1840,대구 중구
857,대구,중구,동성로 4 (동성로3가)053-427-8509,대구 중구
858,대구,중구,동성로5길 38 (삼덕동1가)053-256-8356,대구 중구
859,대구,중구,동성로5길 62 (삼덕동1가)053-421-8501,대구 중구
860,대구,북구,중앙대로 524 (칠성동2가)053-424-3435,대구 북구
861,대구,북구,유통단지로8길 78 106호 (산격동)053-381-3373,대구 북구
862,대구,북구,칠곡중앙대로 348 (태전동)053-312-3220,대구 북구
863,대구,북구,동천로 123053-326-8867,대구 북구
864,대구,북구,침산로 126 (침산동)053-352-8746,대구 북구
865,대구,북구,학정로 422 (구암동) 태을빌딩053-326-8649,대구 북구
866,대구,북구,대학로 75 (산격동)053-939-8502,대구 북구
867,대구,달성,"유가면 테크노상업로 84 대경타워 105호, 106호, 107호053-611-3477",대구 달성
868,대구,달성,달구벌대로 861 (다사읍)053-586-8966,대구 달성
869,대전,대덕,한밭대로 1122 (중리동)042-626-3462,대전 대덕
870,대전,대덕,동서대로 1776 (비래동)042-621-9985,대전 대덕
871,대전,대덕,대덕대로 1544 (석봉동)042-933-3234,대전 대덕
872,대전,대덕,"송촌북로36번길 36, 1층 (송촌동)042-625-8671",대전 대덕
873,대전,동구,옥천로 118 (판암동)042-283-3477,대전 동구
874,대전,동구,"동서대로 1689, 2층 (용전동)042-615-1461",대전 동구
875,대전,동구,동구청로 101 (가오동)042-285-7448,대전 동구
876,대전,동구,동서대로1695번길 4 (용전동)042-622-8578,대전 동구
877,대전,서구,한밭대로 755 (둔산동)042-482-3626,대전 서구
878,대전,서구,관저동로 170 (관저동)1층042-542-3634,대전 서구
879,대전,서구,문정로2번길 95 (탄방동)042-484-3593,대전 서구
880,대전,서구,복수남로 28 (복수동)042-583-3547,대전 서구
881,대전,서구,둔산남로 100 (탄방동)042-485-3466,대전 서구
882,대전,서구,대덕대로241번길 35 (둔산동)042-488-3291,대전 서구
883,대전,서구,둔산로123번길 43 (둔산동)042-471-3293,대전 서구
884,대전,서구,계백로 1128 (가수원동)042-542-3241,대전 서구
885,대전,서구,계룡로 692 (용문동)042-524-8926,대전 서구
886,대전,서구,관저로 142 (관저동)042-542-9824,대전 서구
887,대전,서구,대덕대로234번길 18 (둔산동)042-482-9811,대전 서구
888,대전,서구,동서대로 682 (도안동)042-826-1815,대전 서구
889,대전,서구,대덕대로 189 (둔산동)042-482-9791,대전 서구
890,대전,서구,만년로 81 (만년동)042-486-7836,대전 서구
891,대전,서구,둔산남로 50 (탄방동)042-488-6778,대전 서구
892,대전,서구,청사로123번길 25 (월평동)042-482-7598,대전 서구
893,대전,서구,"둔산로31번길 28, 금정빌딩 1층 (둔산동)042-487-8306",대전 서구
894,대전,서구,"문정로 78, 정우빌딩 1층 (탄방동)042-471-6284",대전 서구
895,대전,서구,둔산로 142 (둔산동)042-485-8251,대전 서구
896,대전,서구,"둔산중로134번길 13, 둔산관광호텔 (둔산동)042-489-8357",대전 서구
897,대전,서구,한밭대로 580 (월평동)042-471-9408,대전 서구
898,대전,유성,도안대로 573 (봉명동)042-823-6343,대전 유성
899,대전,유성,유성대로 781 (장대동)042-823-3492,대전 유성
900,대전,유성,어은로 42 (어은동)042-864-3352,대전 유성
901,대전,유성,지족로 373 (지족동)042-826-7987,대전 유성
902,대전,유성,온천서로 2 (봉명동)042-824-8913,대전 유성
903,대전,유성,유성대로 1722 (전민동)042-861-8963,대전 유성
904,대전,유성,태크노중앙로 68042-934-9870,대전 유성
905,대전,유성,엑스포로 97번길 40042-867-8873,대전 유성
906,대전,유성,"은구비남로33번길 26, 1~2층 (지족동)042-826-9686",대전 유성
907,대전,유성,대학로 82 (궁동)042-824-8763,대전 유성
908,대전,유성,테크노4로 105 (관평동)042-931-8522,대전 유성
909,대전,중구,계룡로 949 (대사동)042-223-3328,대전 중구
910,대전,중구,태평로 71 (태평동)042-524-3326,대전 중구
911,대전,중구,계백로 1604 (유천동)042-582-3213,대전 중구
912,대전,중구,대종로 486 (은행동)042-226-8735,대전 중구
913,대전,중구,"계백로 1700, 외 4필지 세이백화점 신관 (문화동)042-221-8596",대전 중구
914,대전,중구,중앙로 164 (은행동)042-253-5910,대전 중구
915,대전,중구,"계백로 1700, 5층 (문화동)042-252-8327",대전 중구
916,부산,금정,중앙대로 1730 (부곡동)051-583-3497,부산 금정
917,부산,금정,식물원로 13 (장전동)051-583-3424,부산 금정
918,부산,금정,금샘로 459051-515-8906,부산 금정
919,부산,금정,부산대학로64번길 12 (장전동)051-514-9770,부산 금정
920,부산,금정,"장전로12번길 64, 1~4층 (장전동)051-583-8609",부산 금정
921,부산,금정,"금정로68번길 2, 건우빌딩 (장전동)051-517-1794",부산 금정
922,부산,금정,중앙대로1841번길 24 (구서동)051-514-8412,부산 금정
923,부산,남구,"분포로 145 (용호동) 더블유스퀘어동 1019호,1020호,1021호,2011호 2012호051-611-3604",부산 남구
924,부산,남구,신선로 423 (용당동)051-611-4335,부산 남구
925,부산,남구,문현금융로 40 (문현동) 부산국제금융센터051-633-8916,부산 남구
926,부산,남구,수영로 345 대연힐스테이트 115동 121호051-623-7863,부산 남구
927,부산,남구,"수영로 240-1, 1층 (대연동)051-621-5676",부산 남구
928,부산,남구,수영로 312 (대연동)051-610-1898,부산 남구
929,부산,동구,조방로 4 (범일동)051-639-8839,부산 동구
930,부산,동구,중앙대로 216 (초량동)051-463-6511,부산 동구
931,부산,부산진,중앙대로 672 (부전동) 1층 2층051-804-3768,부산 부산진
932,부산,부산진,서면로 49-1 (부전동)051-804-3601,부산 부산진
933,부산,부산진,동천로 92 (전포동) NC백화점 1층051-794-7401,부산 부산진
934,부산,부산진,중앙대로 894 (양정동)051-865-8975,부산 부산진
935,부산,부산진,가야대로 589 (가야제1동)051-892-4260,부산 부산진
936,부산,부산진,가야대로 462 (개금동)051-897-7852,부산 부산진
937,부산,부산진,전포대로199번길 27 (전포동)051-809-6828,부산 부산진
938,부산,부산진,"중앙대로 701, 1~3층 (부전동)051-806-8677",부산 부산진
939,부산,부산진,서전로 19 (부전동)051-807-8723,부산 부산진
940,부산,부산진,중앙대로692번길 46-10 (부전동)051-817-8638,부산 부산진
941,부산,부산진,서전로 1 (부전동)051-805-8307,부산 부산진
942,부산,부산진,"중앙대로 777, 서면호텔 복합시설1,2층 (부전동)051-930-1705",부산 부산진
943,부산,부산진,중앙대로666번길 50 (부전동)051-807-8423,부산 부산진
944,부산,부산진,"가야대로 783-1, 1층 (부전동)051-806-8568",부산 부산진
945,부산,부산진,서면로 25 (부전동)051-803-8554,부산 부산진
946,부산,부산진,서면로68번길 1 (부전동)051-805-8367,부산 부산진
947,부산,부산진,시민공원로 31 (부암동)051-803-8427,부산 부산진
948,부산,북구,만덕대로 30 (덕천동)051-341-6701,부산 북구
949,부산,북구,금곡대로285번길 5 (화명동)051-363-8639,부산 북구
950,부산,사상,백양대로 520 (주례동)051-311-3634,부산 사상
951,부산,사상,가야대로 338 (주례동)051-315-3422,부산 사상
952,부산,사상,사상로 211 (괘법동)051-315-8410,부산 사상
953,부산,사하,다대로 714 (다대동)051-261-3610,부산 사하
954,부산,사하,낙동대로 455 (하단동)051-204-3631,부산 사하
955,부산,사하,다대로 493 (다대동)051-264-3432,부산 사하
956,부산,사하,하신번영로 381-6 (하단동)051-201-3262,부산 사하
957,부산,사하,낙동대로550번길 14 (하단동) 1~3층051-292-9820,부산 사하
958,부산,사하,사하로186번길 6 (괴정동)051-291-8563,부산 사하
959,부산,사하,낙동남로 1411 (하단동)051-291-8491,부산 사하
960,부산,연제,중앙대로 1125 (연산동)051-851-3474,부산 연제
961,부산,연제,명륜로 3 (거제제1동) 한양프라자051-504-3226,부산 연제
962,부산,연제,반송로 20 (연산동)051-867-9789,부산 연제
963,부산,연제,중앙대로 1091 (연산동)051-867-9804,부산 연제
964,부산,연제,교대로 20-2 (거제동)051-507-8722,부산 연제
965,부산,중구,구덕로 54-1 (남포동5가)051-243-3405,부산 중구
966,부산,중구,대청로 80 (대청동3가)051-254-3476,부산 중구
967,부산,중구,중앙대로81번길 2 (중앙동4가)051-468-9807,부산 중구
968,부산,중구,비프광장로 25 (남포동3가)051-231-1966,부산 중구
969,부산,중구,"구덕로 4, 1~2층 (광복동1가)051-256-8381",부산 중구
970,부산,중구,광복중앙로 28-1 (대청동2가)051-243-8473,부산 중구
971,부산,기장,기장읍 기장해안로 56 051-723-3279,부산 기장
972,부산,기장,정관읍 정관로 579 051-728-2663,부산 기장
973,부산,기장,정관로 1133 (175호)051-940-1175,부산 기장
974,부산,수영,민락수변로 29 (민락동)051-758-3591,부산 수영
975,부산,수영,수영로 671 (광안동)051-756-3410,부산 수영
976,부산,수영,수영로464번길 6 (남천동)051-623-3406,부산 수영
977,부산,수영,광안로62번길 39 (광안동)051-761-3307,부산 수영
978,부산,수영,과정로 68 (망미동)051-757-2209,부산 수영
979,부산,수영,광안해변로 247 (민락동)051-761-1844,부산 수영
980,부산,수영,남천바다로 38 (남천동)051-621-9234,부산 수영
981,부산,강서,명지국제5로 42 (명지동)051-271-3585,부산 강서
982,부산,강서,명지오션시티11로 66 (명지동)051-271-8465,부산 강서
983,부산,동래,충렬대로181번길 42 051-558-3605,부산 동래
984,부산,동래,동래로 25 051-555-3421,부산 동래
985,부산,동래,사직북로 4 (사직동)051-501-3351,부산 동래
986,부산,동래,충렬대로 446 (안락동)051-532-8929,부산 동래
987,부산,동래,충렬대로 101 (온천동)051-558-8845,부산 동래
988,부산,동래,사직북로 24 (사직동)051-505-8520,부산 동래
989,부산,동래,"중앙대로 1523, SK허브스카이위아아파트 1층 (온천동)051-557-9557",부산 동래
990,부산,서구,구덕로 212 (부민동1가)051-244-7837,부산 서구
991,부산,서구,송도해변로 81 (암남동)051-231-8623,부산 서구
992,부산,서구,구덕로322번길 7 (동대신동3가)051-231-8579,부산 서구
993,부산,해운대,"해운대해변로 197 (우동, 해운대경동제이드아파트)051-746-3622",부산 해운대
994,부산,해운대,수영강변대로 516 (반여동)051-528-3493,부산 해운대
995,부산,해운대,"센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)051-744-3572",부산 해운대
996,부산,해운대,구남로 9 (우동)051-746-3538,부산 해운대
997,부산,해운대,해운대로 189 (재송동)051-784-3268,부산 해운대
998,부산,해운대,구남로 49 (중동) 101호051-743-3244,부산 해운대
999,부산,해운대,센텀4로 15 (우동)[*미고시]051-745-2838,부산 해운대
1000,부산,해운대,센텀2로 10 (우동) 센텀메디컬센타 1층 스타벅스 센텀로점051-742-6948,부산 해운대
1001,부산,해운대,센텀남대로 35 (우동) 센텀시티 신세계UEC051-745-1262,부산 해운대
1002,부산,해운대,달맞이길 57 (중동) 1~3층051-742-7802,부산 해운대
1003,부산,해운대,센텀중앙로 78 (우동)051-744-5741,부산 해운대
1004,부산,해운대,송정해변로 36 (송정동)051-702-9644,부산 해운대
1005,부산,해운대,해운대로 802 (좌동)051-702-6935,부산 해운대
1006,부산,해운대,"해운대해변로 257, 엘지하버타운 (우동)051-740-6595",부산 해운대
1007,부산,해운대,"APEC로 55, 벡스코내 (우동)051-742-2075",부산 해운대
1008,부산,해운대,해운대해변로 163 (우동)051-742-1655,부산 해운대
1009,부산,해운대,"해운대해변로298번길 24, 팔래드시즈 1-3호, 2-3호 (중동)051-743-2558",부산 해운대
1010,부산,해운대,좌동로 96 (좌동)051-704-6279,부산 해운대
1011,부산,해운대,"센텀동로 9, 트럼프월드센텀아파트 1층 (우동)051-744-8526",부산 해운대
1012,부산,해운대,"마린시티2로 33, 제니스스퀘어 (우동)051-744-8489",부산 해운대
1013,부산,해운대,마린시티2로 38 (우동)051-792-7153,부산 해운대
1014,부산,해운대,"센텀남대로 35, 신세계백화점 UEC 6F (우동)051-745-1856",부산 해운대
1015,부산,해운대,달맞이길 189 (중동)051-744-6754,부산 해운대
1016,부산,해운대,"좌동순환로 511, 해운대이마트 1층 (중동)051-744-7496",부산 해운대
1017,부산,해운대,"센텀2로 25, 센텀드림월드 1층 (우동)051-744-8488",부산 해운대
1018,부산,해운대,센텀서로 30 (우동)051-664-8787,부산 해운대
1019,부산,해운대,"센텀동로 25, 1층 (우동)051-744-7431",부산 해운대
1020,울산,남구,대공원입구로 4 (옥동)052-258-3665,울산 남구
1021,울산,남구,대암로129번길 9-6 (야음동)052-269-8651,울산 남구
1022,울산,남구,중앙로 182 (달동)052-273-3312,울산 남구
1023,울산,남구,번영로 215 (신정동)052-256-3207,울산 남구
1024,울산,남구,돋질로 310 (삼산동)052-266-3208,울산 남구
1025,울산,남구,문수로 329 (옥동)052-227-7982,울산 남구
1026,울산,남구,삼산로 231 (달동)052-274-3243,울산 남구
1027,울산,남구,삼산로 273 (삼산동) 삼산타워052-276-6988,울산 남구
1028,울산,남구,삼산로 278 번길 8 (삼산동)052-268-9878,울산 남구
1029,울산,남구,대학로84번길 5-3 (무거동)052-225-8829,울산 남구
1030,울산,남구,"삼산중로74번길 30-1, 1~2층 (삼산동)052-256-4702",울산 남구
1031,울산,남구,대학로 152 (무거동)052-277-8742,울산 남구
1032,울산,남구,"삼산로 257, 1층 (달동)052-256-9380",울산 남구
1033,울산,북구,산업로 1011 (연암동)052-289-3503,울산 북구
1034,울산,북구,진장17길 10 (진장동)052-916-0154,울산 북구
1035,울산,북구,동해안로 1601 (산하동)052-297-3306,울산 북구
1036,울산,북구,화봉로 75 (화봉동)052-289-8729,울산 북구
1037,울산,울주,서생면 대송리 25-18052-238-5947,울산 울주
1038,울산,중구,번영로 434 (복산동)052-292-3570,울산 중구
1039,울산,중구,성안12길 45 (성안동)052-212-3259,울산 중구
1040,울산,중구,젊음의2거리 33 (성남동)052-212-3346,울산 중구
1041,울산,중구,젊음의거리 74 (성남동)052-248-1984,울산 중구
1042,울산,중구,"신기길 103, (1층,2층 전체) (태화동)052-248-6589",울산 중구
1043,울산,동구,방어진순환도로 899 (서부동) 현대백화점주차장052-250-4168,울산 동구
1044,울산,동구,방어진순환도로 652 (일산동)052-233-8419,울산 동구
1045,인천,계양,장제로 808 (계산동)032-552-8869,인천 계양
1046,인천,계양,"계양대로 37, 1층 (작전동)032-544-8599",인천 계양
1047,인천,미추,매소홀로 368 (학익동)032-872-3506,인천 미추
1048,인천,미추,아암대로 107 (용현동)032-885-3211,인천 미추
1049,인천,미추,"주안로 100, 1-2층 (주안동)032-424-8322",인천 미추
1050,인천,미추,인하로 59 (용현동)032-868-8422,인천 미추
1051,인천,동구,"봉수대로 82, 이마트 트레이더스송림점1층 (송림동)032-582-8630",인천 동구
1052,인천,부평,장제로 371 (갈산동)032-528-8917,인천 부평
1053,인천,부평,길주로 643 (삼산동)032-517-8812,인천 부평
1054,인천,부평,"부평문화로 52, 1~2층 (부평동)032-528-8680",인천 부평
1055,인천,부평,"부평대로 60, 현대해상화재보험 1층 (부평동)032-330-9755",인천 부평
1056,인천,부평,경원대로 1397 (부평동)032-514-1823,인천 부평
1057,인천,부평,"시장로 21, 1-3층 (부평동)032-504-8309",인천 부평
1058,인천,부평,"동암광장로 14, 1~2층 (십정동)032-429-8376",인천 부평
1059,인천,부평,"경원대로 1377, 1-4층 (부평동)032-502-8352",인천 부평
1060,인천,부평,부평대로 233 (청천동)032-508-8463,인천 부평
1061,인천,연수,청능대로 210 (동춘동)032-456-4488,인천 연수
1062,인천,연수,앵고개로 171 (동춘동)032-812-3607,인천 연수
1063,인천,연수,"컨벤시아대로 55 (송도동, 송도이안)032-833-3734",인천 연수
1064,인천,연수,송도과학로16번길 33-1 (송도동)032-310-9370,인천 연수
1065,인천,연수,하모니로 136 (송도동)032-833-3227,인천 연수
1066,인천,연수,"용담로 115 (연수동) 105,106,203호032-818-3307",인천 연수
1067,인천,연수,송도과학로27번길 55 (송도동) 롯데캠퍼스타운032-814-3229,인천 연수
1068,인천,연수,아트센터대로 131 (송도동)032-858-9687,인천 연수
1069,인천,연수,센트럴로 194 (송도동)032-834-8633,인천 연수
1070,인천,연수,경원대로 184 (동춘동)032-814-8328,인천 연수
1071,인천,서구,완정로 172 (마전동)032-562-3660,인천 서구
1072,인천,서구,"청라커낼로 300 (청라동, 청라센트럴에일린의뜰)032-566-3728",인천 서구
1073,인천,서구,원당대로 668 (당하동)032-566-7984,인천 서구
1074,인천,서구,중봉대로 612번길 10-17032-565-8967,인천 서구
1075,인천,서구,서곶로 277 (심곡동)032-563-6785,인천 서구
1076,인천,서구,중봉대로 586번길 19032-566-2707,인천 서구
1077,인천,남동,인하로 556 (구월동)032-469-3513,인천 남동
1078,인천,남동,예술로 126 (구월동)032-441-3303,인천 남동
1079,인천,남동,"서창남로 51 (서창동) 101,102,103호032-464-3301",인천 남동
1080,인천,남동,경원대로 974 (간석동)032-422-3228,인천 남동
1081,인천,남동,예술로 174 (구월동) 흥국생명032-438-8749,인천 남동
1082,인천,남동,"인하로 497-22, 2층 (구월동)032-428-9246",인천 남동
1083,인천,남동,"남동대로 773, , 14 삼성화재 인천사옥 (구월동)032-438-7283",인천 남동
1084,인천,남동,예술로 138 (구월동)032-455-1150,인천 남동
1085,인천,남동,"논고개로 93, 111,112, 206, 207호 (논현동)032-423-8533",인천 남동
1086,인천,중구,하늘중앙로195번길 15 (중산동)032-746-3718,인천 중구
1087,인천,중구,공항로 272 (운서동)032-743-8261,인천 중구
1088,인천,중구,공항로 272 (운서동) 제2여객터미널 3층 탑승지역 25-235032-743-8264,인천 중구
1089,인천,중구,공항로 272 (운서동) 제2여객터미널 1층 환영홀지역 23-202032-743-8263,인천 중구
1090,인천,중구,신도시남로142번길 17 (운서동)032-752-3414,인천 중구
1091,인천,중구,공항로 272 (운서동) 인천국제공항여객터미널 FB-P5-73032-743-0048,인천 중구
1092,인천,중구,공항로 272 (운서동) 인천공항032-743-8257,인천 중구
1093,강원,동해,중앙로 219 (천곡동)033-532-3314,동해
1094,강원,속초,미시령로2983번길 111 (장사동)033-637-3402,속초
1095,강원,속초,동해대로 4114 (조양동)033-633-7989,속초
1096,강원,속초,중앙로 123 (금호동)033-637-8617,속초
1097,강원,춘천,후석로 318 (후평동)033-257-3287,춘천
1098,강원,춘천,후석로 13 (석사동)033-262-2634,춘천
1099,강원,춘천,중앙로 57 (중앙로2가)033-242-8266,춘천
1100,강원,춘천,경춘로 2353 (온의동) E-마트 춘천점내 1층033-241-1974,춘천
1101,강원,춘천,서부대성로 243-1 (효자동)033-256-8490,춘천
1102,강원,홍천,한치골길 262 (서면) 대명비발디파크 오션월드033-435-9804,홍천
1103,강원,홍천,한치골길 262 (서면) 대명비발디파크033-434-1025,홍천
1104,강원,홍천,한치골길 262 (서면) 대명비발디파크 오션월드033-434-9805,홍천
1105,강원,강릉,교동광장로 114 (교동)033-642-3463,강릉
1106,강원,강릉,경강로 2096 (임당동)033-645-7835,강릉
1107,강원,강릉,창해로14번길 40 (견소동)033-653-8628,강릉
1108,강원,고성(강원),토성면 미시령옛길 1153033-636-8697,고성(강원)
1109,강원,원주,동부순환로 37 (반곡동)033-762-3664,원주
1110,강원,원주,남원로 588 (명륜동)033-764-2760,원주
1111,강원,원주,능라동길 73 (무실동)033-745-3448,원주
1112,강원,원주,혁신로 61 (반곡동)033-747-3341,원주
